Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action,Video ID
20,646.2395073368077,254.70810567247244,,,665.4340658863816,165.5195507905328,502.3605172998635,191.61464867841136,2,sample_102
21,,,,,,,511.8195514405918,203.1294733585648,2,sample_102
22,,,,,686.8682075812966,182.81903574278508,521.5280015356338,215.2406554721924,2,sample_102
23,,,,,,,531.1502880066793,227.2624994489236,2,sample_102
24,,,,,,,540.7477003507696,238.89708779289853,2,sample_102
25,,,,,,,549.7033268442899,249.55648920960897,2,sample_102
26,,,,,,,558.9685298308399,258.8261710482145,2,sample_102
27,,,,,,,568.0302486424293,267.432869301206,2,sample_102
28,,,,,,,576.6921532836598,275.6795298486401,2,sample_102
29,,,,,,,585.7747267145307,283.27861470082445,2,sample_102
30,,,,,,,594.806389340513,290.7322699028375,2,sample_102
31,,,,,,,603.7974544996663,297.6336316472676,2,sample_102
32,,,,,,,612.7182036267797,304.30476391737915,2,sample_102
33,,,,,,,621.0272245837587,311.21595853667145,2,sample_102
34,,,,,,,629.2278906480399,318.5522393797834,2,sample_102
35,,,,,791.8196660027417,272.6718547155789,636.8412547748853,325.6322737636263,2,sample_102
36,,,,,795.4576634926141,275.97068022253967,644.3524917425578,332.2250352829386,2,sample_102
37,,,,,,,651.2340264945981,338.5197004345409,2,sample_102
38,,,,,,,658.5183710371624,344.44427545027906,2,sample_102
39,,,,,801.7620495529733,288.0788540432412,664.5246259288728,350.23251739977945,2,sample_102
40,,,,,803.5790852323871,292.08225951886794,670.6643801170744,355.5498047975668,2,sample_102
41,,,,,,,676.9301203856478,360.44172846088986,2,sample_102
42,,,,,806.2205895945891,300.9028780620748,682.3156198563863,365.3488887907191,2,sample_102
43,830.0360640826148,407.05628922750657,,,807.0800045595001,305.5326139145088,687.8072966471666,369.6566367558381,2,sample_102
44,830.620499370614,412.1274162276285,,,807.4203826294219,310.65365883042773,693.7547930557892,373.6547635091295,2,sample_102
45,830.7798597271634,417.77906582972594,,,807.034695670884,316.2297926558864,698.8573704092263,378.0522216678911,2,sample_102
46,830.3212456162465,423.8264068959769,,,806.8031293499206,321.7679097623739,703.3608607207332,382.61199165519474,2,sample_102
47,830.0122495878678,429.9657057134869,,,806.1085510190321,327.1579769726857,708.7523214931712,386.6972467638213,2,sample_102
48,829.5788143141248,435.6705410568411,749.7765261605147,486.9975062173642,806.1982934973528,332.50480796532406,713.0999476501743,391.06037899576967,3,sample_102
49,827.6184589175127,441.7667130377689,754.7769257332766,490.8318544176851,805.293587351127,337.53341186054683,716.9577158938932,395.0001554729725,3,sample_102
50,825.5908309209773,448.3078062165976,760.1308754183522,494.9692189358117,804.2288821108439,343.4314624672944,720.8013724192848,399.11252373460326,3,sample_102
51,824.1475318578844,454.0161373478488,762.5973746642504,498.75663158005824,802.5481555427774,348.9608083381483,723.5887344031852,403.33744056767375,3,sample_102
52,821.8340915607836,460.1677957094586,764.1371754604373,502.5480559761873,801.1527586006438,354.127581517186,725.5345372390912,407.33485824976776,3,sample_102
53,818.7754145804067,465.8941188579312,762.5586702444501,506.3398977047123,799.4656495644684,359.4526072681042,726.0837101750082,411.0598812045864,3,sample_102
54,816.7314146709066,470.9329955260841,763.8978694562754,508.62038150888,797.7055158638348,364.9686075669367,725.3518101029672,413.3715874145891,3,sample_102
55,817.3164217123525,474.4705181684737,765.9422301725556,512.643052889797,796.673331679253,369.3472907864565,726.2914829825652,416.637837052158,3,sample_102
56,819.2751425157614,476.4702556031618,766.4643359490426,517.4368818002968,797.7565411637178,372.2102908447826,726.7933052878856,420.5343167254897,3,sample_102
57,821.8013224095596,478.6567172054789,767.2882345526989,520.1654774643097,799.6945864146371,373.5650453810112,727.1472011215029,423.105891152265,3,sample_102
58,824.5560338144395,481.270537237808,768.4623951178438,521.6930662328188,801.3863019068176,375.2934399674653,727.5419053910562,424.7548667333624,3,sample_102
59,826.2612162064521,484.0096116514354,768.9494599355954,523.2442692801166,802.5752350266685,377.44617698312726,727.3768676163136,426.408958912904,3,sample_102
60,826.8997204543894,486.3488723517417,769.5888955222714,524.6151221891985,802.5423519710731,379.3654177955664,727.5182427710088,427.75531679081854,3,sample_102
61,826.0632315484437,488.561835154398,770.5204802790457,525.4612680434032,802.0776443889441,381.1677221804924,727.8264048503673,428.9503228476078,3,sample_102
62,825.7725538612581,490.46062848714377,771.323211692903,526.3634283965218,801.3828965655733,382.489857908699,727.9336671948527,429.8771564948142,3,sample_102
63,826.0177387230134,491.5664618144167,771.5281206102501,527.5136123351398,801.3481541846072,383.4287395552319,727.9350940226595,431.0421588773127,3,sample_102
64,826.8350233608903,492.2138119249775,771.8043483879848,528.1312558339944,801.20654277639,384.2215569987976,727.8150614874817,431.6214641053969,3,sample_102
65,827.2585968411809,492.96728032438375,771.9175470401337,528.4969355227694,801.2691450834321,384.8729093465991,727.782164581495,432.0978288398635,3,sample_102
66,827.0013562448646,493.168805019161,771.9317506693544,528.3379509383567,801.0430861536513,385.25527658650094,727.4037836768455,432.0087767192944,3,sample_102
67,826.7287731015386,493.470790005899,771.6242645937845,528.4180607540328,800.5233919183239,385.65072443216775,727.05576336998,432.3486161233572,3,sample_102
68,826.6333315263522,493.6495254579778,771.3042968402169,528.2258677976914,800.375401207562,385.9237224789616,726.6770360290843,432.68438823131766,3,sample_102
69,826.2063705686339,493.8269993145586,771.515286955136,526.8793000645119,799.9053156826272,386.00569600968174,726.2412611445499,432.3792598229917,3,sample_102
70,825.1263337252859,493.7650296952152,772.5511273618181,525.4701485065724,799.0792994181271,386.1810267159015,726.212983649111,431.8673861657898,3,sample_102
71,822.4142242268692,494.08305086680656,773.4697488881004,524.4977650350872,797.2299483449575,386.3282512903553,726.2805403712142,431.5654669251335,3,sample_102
72,819.4832513256829,494.5167702719992,773.871568637295,524.0233762577313,,,726.4167008955027,431.3363649814073,3,sample_102
73,817.565457364954,494.9269981855017,774.1994249113718,523.9919699675411,793.7799174747848,387.0596870638969,726.3940684173139,431.081876243024,3,sample_102
74,816.5397144947763,495.5253229817122,774.7499237868207,523.6883612557451,792.8581871562973,387.4460536115774,726.8050818909476,430.7609984527281,3,sample_102
75,815.9806037608129,496.0841794605762,775.5185962135275,523.4029223993051,792.538530146951,387.8806968102909,,,3,sample_102
76,815.3833197590296,496.22315620084,776.2391787710455,522.9442016067449,792.3718290001907,387.8575933331839,727.6406782947136,430.0764922922887,3,sample_102
77,815.026791048375,496.3438352925265,776.4352930317038,523.1231538902043,792.1057268354671,387.7032838105381,727.8623742279565,430.09898445839184,3,sample_102
78,814.748763988421,496.26055727366713,776.6892436463665,523.0905346040513,792.1367681924569,387.6777884450035,728.1263440439485,430.1273744077486,3,sample_102
79,814.9250833671925,496.2084210861581,776.9397407452359,522.8994976218141,792.3139560530105,387.65231711125017,728.3688545268794,430.2548334209364,3,sample_102
80,815.3770132671301,495.71795903468586,776.8709162914075,522.8394968204674,792.4871065453984,387.2795769980775,728.5437073266869,429.9190698028658,3,sample_102
81,815.2063378424156,495.4431888158663,776.9506984518811,522.664265203085,792.6840168437708,387.0710493673951,728.4859318892018,429.7188204717369,3,sample_102
82,815.1279424702967,495.5204615968824,776.8923127794989,522.5993436071636,792.6860558933736,387.1126620312751,728.3196824479726,429.6995156652021,3,sample_102
83,815.0183541255955,495.53636254294827,776.9263039937266,522.6950547792048,,,728.2122577983142,429.8437364653616,3,sample_102
84,814.5570326543935,495.9186095417219,776.6157816732201,522.7210069982991,792.4233321526981,387.4494696258996,727.9365488812142,430.006026663224,3,sample_102
85,814.1794386991859,496.1166123963903,776.4722895789989,523.3620906007219,792.1785665656352,387.6242983374785,727.5691372699911,430.36292196173486,3,sample_102
86,813.953250409798,496.3740742460313,776.4822112680046,523.2734090087722,792.2100866520404,387.6598094098008,727.4041662004151,430.8821953610344,3,sample_102
87,813.5791567827501,496.7426665171102,776.6151640272182,523.404810171352,791.8075515379651,387.9897012513489,727.1511655554667,431.0932255996407,3,sample_102
88,813.0409762901123,496.8943043560152,776.6358618057009,523.4407842126262,791.4070034128649,388.25732450860494,727.1015645991149,431.1143573572957,3,sample_102
89,812.1909681556388,497.2627202451804,776.697724439803,523.5485801568254,790.7733726546942,388.675304512723,726.9773653450466,431.2103911820264,3,sample_102
90,810.8930624636604,497.7405228480866,776.9612493147804,523.6414329850181,789.6666600282878,389.216909431448,727.122500263479,431.5090293841528,3,sample_102
91,809.1533282534303,498.3932374851105,777.148107487995,523.5841805306177,788.4984080302078,390.19583321278185,727.1444637194902,431.694975160788,3,sample_102
92,808.4493256718217,498.85860180581454,777.2470380116393,523.5730413096352,787.5738061365919,390.4093195371952,727.2184093733501,431.8458176769146,3,sample_102
93,808.9445081132628,499.19803352835606,777.3400681174984,523.3062917886159,787.9173182487465,391.0216124248862,727.3676144787211,431.9069900073587,3,sample_102
94,809.5995250802824,499.44028072972975,777.098241174865,523.2355027239815,788.3778909309234,391.80600343724353,727.0015269918018,432.0314249111005,3,sample_102
95,810.2334595403145,499.4683710151445,777.3783740943425,523.0599722634233,788.6305783976194,391.4552049489338,726.8568611315635,432.1095657236818,3,sample_102
96,811.0076786464967,499.31653965482656,777.5331815726101,522.950791755619,,,726.8084770018501,432.3624221693051,3,sample_102
97,811.4990839203783,499.0711117815114,777.8925219174196,522.702849080178,789.7471697954988,391.5465633114635,726.627621342877,432.5959115688078,3,sample_102
98,812.1553970135159,498.8525298933335,778.4279661405436,522.2953531288631,790.1757741137377,391.5542935717225,,,3,sample_102
99,813.1704803238805,498.67517819015336,778.4882921867838,521.6996527240658,790.4718689999386,391.6123900996432,725.4460371953172,432.645082138736,3,sample_102
100,814.0806862704508,498.3125005132941,777.9325863050492,521.5444055567492,791.0852663624049,391.67961961373913,724.1592194224587,432.9958871018731,3,sample_102
101,814.0691691821256,498.0786078477845,777.1094906090538,521.5451872276168,790.9412344930838,391.8577439560319,722.738309616868,433.7551542281967,3,sample_102
1,,,,,593.1833220501882,119.36402229317504,422.424118486911,113.35737025850278,1,sample_202
2,,,,,591.5137014422942,133.14544391191518,417.9610801711332,124.2699841737958,1,sample_202
3,,,,,588.932375514646,146.9734529122143,414.7664199580614,135.97714097665812,1,sample_202
4,,,,,585.7134026953208,161.0800027500518,413.7805357602453,148.7519877790822,1,sample_202
5,,,,,582.3800003917042,174.6762265524884,413.63743555241086,163.13246857812433,1,sample_202
6,,,,,578.5035821043685,187.1961308782188,414.2207652735936,178.18981938079529,1,sample_202
7,552.4271007775994,300.9520367711592,,,574.6094578498675,198.7815621960285,415.77339563341104,193.34581697202023,1,sample_202
8,548.2434868365636,312.8645699455742,,,571.3901713594666,209.40335230642648,416.6563346975923,208.6564640737832,1,sample_202
9,544.946029380808,323.30125709368366,,,568.3422779568198,219.30379839560425,418.1057620367735,223.3800411404534,1,sample_202
10,542.1136519073139,332.6568681105643,,,565.7718474778784,228.7803783881789,420.20837677962464,237.43780692810805,2,sample_202
11,540.4772044871115,342.6866246675638,,,563.944613514482,238.6517471739328,422.4091061802181,250.77640916810776,2,sample_202
12,540.2732682110219,353.7000918784263,,,562.671529229448,248.54414037991071,425.105759750936,262.7907943719439,2,sample_202
13,541.1522399362433,364.75450521115073,,,562.010089033972,258.527074157539,427.71091147137474,273.774954401295,2,sample_202
14,,,,,561.264418326897,268.05005859188617,430.4447370526617,283.5897853796196,2,sample_202
15,541.3616268927422,384.8385619318476,,,560.4348642465244,277.1165033245421,433.3835590880797,292.5736647435698,2,sample_202
16,540.7339244988193,394.4795235893848,452.208793896928,403.0919795883726,559.5853747678233,285.7955102620354,436.3175800421657,301.04382377960883,2,sample_202
17,540.9093256825589,403.8293448785454,,,558.8537981760137,294.58349342579857,439.2605046429716,309.02776983873605,2,sample_202
18,,,456.9723669980277,420.52583242598337,558.9634264399017,303.2189029805848,441.6221745601104,316.99332377976657,2,sample_202
19,542.1562882614612,422.4132786254909,457.8123714433328,430.33516350694754,559.6389224190425,312.08685634272456,443.2580056121292,325.7667211500191,2,sample_202
20,542.2058214496083,431.5780185135746,458.1721411339541,439.990552361635,560.1772007775709,321.05596427839697,444.2774659553781,334.8005630124403,2,sample_202
21,542.4479440466882,441.5452642723092,458.2422597785875,449.5926714876008,561.3024377112519,329.9173054373257,445.33083017431386,343.86137415371365,2,sample_202
22,542.9459367911998,451.47419555848666,458.69250970459416,459.370350297196,562.7195674547354,339.14734974093267,446.1691538718132,352.8638899859406,2,sample_202
23,543.3999723268325,460.4827734444037,459.0856415387698,469.11951369639615,563.5598816261245,348.6052219379652,447.0317218052509,362.25282869673794,2,sample_202
24,544.8173432578976,468.6870584258676,459.8692226805278,478.419138809373,564.5746705414244,357.73544900283895,448.2576651712821,371.7581371394396,2,sample_202
25,546.2522080308875,475.0471494717864,460.58264829201136,486.52161570575953,565.7914115990567,366.2130591273583,449.1484146263632,381.026796184017,4,sample_202
26,550.2955913801418,479.0099053062991,460.336269820681,492.1957423898834,566.8602434510643,373.987342012065,451.1644083077448,389.7447976061256,4,sample_202
27,554.6955131013774,475.40447209145736,458.8776112084713,490.04136153733066,568.5386682194138,379.35870878384907,453.7423249065112,394.394197540386,4,sample_202
28,547.5110551479378,473.0791541102437,457.1293855016023,487.2129574738029,564.1751740839125,379.92277590454887,454.9905295024452,396.7043313372623,4,sample_202
29,549.7106620002209,474.0363006280338,457.3963541984177,487.6087498121708,568.6394216586838,381.99957992346407,453.7324655167838,399.9890354621227,4,sample_202
30,550.201243483925,474.0002468941086,457.6171913480573,488.1102025745039,569.7512547731834,383.0551745209125,453.2315515071608,401.3923379559331,4,sample_202
31,550.625246280883,473.7903597865062,457.8615443589308,488.1761424621223,570.7906162121824,384.0988915117365,,,4,sample_202
32,550.9792690284851,473.43916433093807,458.3910732542904,488.0799617559765,572.1094424955115,384.3535185958887,454.5442149745281,401.6380757177686,4,sample_202
33,550.9862660077509,473.07630186425087,458.3925426334375,488.212262455191,571.570103446435,384.5868853300345,455.1082510063785,402.2022690752046,4,sample_202
34,551.0501680185452,472.9422158259829,458.6440391938698,488.050439537982,571.3401882349422,384.9099863042804,455.5265497778224,402.5404530089472,4,sample_202
35,551.2468067171101,472.9318154323191,459.09347000038736,487.9443408246447,572.0093477898522,385.5772870652714,456.5315265773343,402.697267205521,4,sample_202
36,551.5667845109828,472.9593160559994,459.3492751446909,488.0297738790949,572.0844700726984,386.3363695995526,456.9984781170836,403.299027497637,4,sample_202
37,551.6227257648211,472.9308091707532,459.63532740785456,488.17244512709016,571.7768582600518,386.6395491519274,457.1118505147098,403.5811716144081,4,sample_202
38,551.56690232227,472.7812536580817,459.8992310620535,488.0883918697658,571.5422011891583,386.73831242971056,457.7809535702657,403.7196533905787,4,sample_202
39,551.6479224904887,472.81987613361673,459.92772379524826,488.234980492207,571.369390960748,386.934232452078,458.07044193596687,403.49440726335433,4,sample_202
40,551.9206438659945,472.85587145229937,460.2925053062159,488.2980298481663,571.7437711433428,387.1801281454518,,,4,sample_202
41,551.9712988844021,473.0367673245125,460.3946603485255,488.427003957883,572.0294559417307,387.43568061954113,,,4,sample_202
42,552.1272216638079,473.1227668011704,460.5578398443772,488.5381278805944,571.9650085983639,387.5474770479536,,,4,sample_202
43,552.1296082627522,473.1004299704898,460.8374022439836,488.4478917913397,571.8942231096274,387.51151136018126,,,4,sample_202
44,552.2440953780398,473.1896449441053,461.0299256011136,488.42984039132216,571.8809259725252,387.502235864746,,,4,sample_202
45,552.4356434299876,473.212843091808,461.2439352441076,488.4102839296137,571.6832084588981,387.52857314933937,,,4,sample_202
46,552.6078897677902,473.26296174913614,461.4296028253305,488.452194592218,571.6931419872091,387.5158785393842,,,4,sample_202
47,552.7145363628875,473.4560506449851,461.50414935501385,488.74807425784365,571.6479434156598,387.4918672334037,,,4,sample_202
48,552.7864256767871,473.6641153302001,461.7038467429524,488.9232429972275,571.4921834110636,387.4804295387176,,,4,sample_202
49,552.9031763392633,473.7853725997679,461.97905266438914,489.1182817592864,571.5481402739817,387.63563764948896,,,4,sample_202
50,553.0611848751445,473.9483239108386,462.2135049572877,489.2160031961413,571.5129044506774,387.7866838724139,,,4,sample_202
51,553.1253183857377,474.0857400219738,462.28267852361057,489.34367365517,571.3519237675691,387.71564471325206,460.58899516234527,404.2575099331412,4,sample_202
52,553.2218487696465,474.2144568064635,462.4746626910711,489.56870376599466,571.3405520872346,388.15944625656215,,,4,sample_202
53,553.4248553203784,474.5159746247501,462.5268380785417,489.8131477148728,571.3210508736888,388.4858428568099,,,4,sample_202
54,553.6065076444611,474.7541115426155,462.76693853089085,490.093874910136,571.3022321073124,388.594604889671,461.2070527349634,404.48090427755307,4,sample_202
55,553.7989284437672,474.96079243584495,462.8401571642779,490.230121131794,571.3591812579765,388.8365723963411,,,4,sample_202
56,553.9736918489058,475.0804574761894,462.9581524200967,490.44769227400496,571.4845117220036,389.0032171466643,,,4,sample_202
57,554.0968727181794,475.2424077116366,463.0776142964768,490.6962695176497,571.6119333144628,389.16786412307385,,,4,sample_202
58,554.2501721052934,475.4779118420627,463.1344851350973,490.8100404093887,571.802516308383,389.3676546698968,,,4,sample_202
59,554.5118181538799,475.6262760039848,463.2925951515127,491.2118417795967,571.8940104922845,389.5554947239833,,,4,sample_202
60,554.6456405426338,475.5369637802374,463.4016471762467,491.42436305084,571.9499538550365,389.8163509397162,,,4,sample_202
61,554.7957479055597,475.813370004789,463.4018414951874,491.7695232745226,571.9613568865769,390.0881596912001,,,4,sample_202
62,554.9088801911803,475.8392676734836,463.5363449748151,491.9356981401664,571.874851539046,390.2536574250194,,,4,sample_202
63,554.9905769242307,475.7738425313392,463.68230211577577,492.0322826045544,571.930453107237,390.1343493768636,461.4267714479147,406.5218969882794,4,sample_202
64,555.1949883775961,475.8135893021014,463.6921251541568,492.2130827387894,571.9264775854684,390.1859686895359,461.4648586765133,406.5403518943273,4,sample_202
65,555.3904744439943,475.8800004982375,463.7058358559789,492.3203531587316,572.1697669042941,390.16291683935816,,,4,sample_202
66,555.606959581964,475.84807240952193,463.8489218994137,492.4000924425609,572.3031086087618,390.2689597359212,,,4,sample_202
67,555.8134929825669,475.90611698765446,463.844022902768,492.4634707240071,572.4723102451079,390.30393572203474,,,4,sample_202
68,555.9416372766082,475.9856189011775,464.0819131896395,492.5414716691741,572.5837546864756,390.32237776359847,,,4,sample_202
69,556.3741490572472,476.1036552185534,464.4539777019721,492.79318184826167,572.9575979840131,390.3885429201912,,,4,sample_202
70,556.5830986037827,476.2774466765412,464.73897580164345,492.9932671009455,573.1932519827267,390.52347777715255,,,4,sample_202
71,557.0172766545033,476.4323311660266,465.1594368079163,493.1349542414045,573.663012185758,390.6201909276041,461.9025274828232,407.582623190781,4,sample_202
72,557.3768832908415,476.3979711083748,465.3692212035152,493.1470316326802,573.9488584379246,390.5792908640426,462.0181578688223,408.0410205103432,4,sample_202
73,557.633636816693,476.3015355002016,465.530600815065,493.21063533109816,574.3204462940068,390.59747551797847,462.0633794084961,408.1608742947918,4,sample_202
74,557.9441172788783,476.4878037172048,465.81077822463806,493.2552490331216,574.5657838838139,390.5210598855992,,,4,sample_202
75,558.196063188409,476.461069377085,465.9665492841642,493.2292659214762,574.4038500234501,390.5395042817855,462.16246635309926,408.0614659753331,4,sample_202
1,587.0909757279895,225.77012852477,511.58091045089714,249.64917620385697,,,,,1,sample_303
2,586.931805779576,225.62517259994428,511.4248670444428,249.5420158108492,609.1995510876351,146.4404577430349,,,1,sample_303
3,586.7700334308155,225.6473362679896,511.181935385708,249.53706911772417,,,,,1,sample_303
4,586.7695302303108,225.60197640349207,511.1534950844447,249.54298701588743,,,497.4301276716237,168.6412875370237,1,sample_303
5,586.6069732731984,225.5891310534429,511.1970055320281,249.3281124181851,,,,,1,sample_303
6,586.6818264800535,225.51030854114728,511.217896663121,249.2604049492977,608.808104361199,146.20607988457667,,,1,sample_303
7,586.669102692389,225.50646321502387,511.1088382974679,249.3606752202776,,,,,1,sample_303
8,586.684375479054,225.58709470358792,511.2103275389759,249.25793001149663,,,,,1,sample_303
9,586.6404322907416,225.61022615182125,511.1383869647566,249.19227187625265,,,,,1,sample_303
10,586.7126783827366,225.4291289526361,511.0875924799105,249.0553666492296,,,,,1,sample_303
11,586.7901676409979,225.4478933076037,511.2153630157893,248.99025011609967,608.5345108063254,145.9054828841021,,,1,sample_303
12,586.7707620942373,225.27523240565,511.20755872161567,248.85618798555527,608.63241671171,145.75419441321296,,,1,sample_303
13,,,511.6622669183478,248.53270147141043,608.6226052397368,145.62022172930182,,,1,sample_303
14,586.7120111514033,225.098645782806,512.0724656841619,248.4013152191938,608.471899828698,145.3872535669505,,,1,sample_303
15,,,512.208860441016,248.24703811739263,608.5806190413341,145.16756545276078,,,1,sample_303
16,586.5350657235186,225.09427474232908,,,608.4743141963382,145.04911639960682,,,1,sample_303
17,586.3904758134843,224.85956996141192,512.6080298498598,248.08249961122007,,,,,1,sample_303
18,586.1559137239259,224.3864721151317,512.6726077500103,247.97381980662053,608.1320382234583,144.42924032351962,,,1,sample_303
19,586.3463419621572,224.30520772626525,512.8217797939285,247.7372070182365,608.0902855381879,144.11958596482572,,,1,sample_303
20,,,512.7609023425732,247.4481101968523,608.0651713123168,143.90219254957586,,,1,sample_303
21,585.9848300633774,224.09330711322409,512.8341047760102,247.2386100792581,,,,,1,sample_303
22,585.9204628655898,224.1151149243453,,,607.9574439665105,143.3531214340677,,,1,sample_303
23,585.7114888476407,224.09668226325604,512.6436132748175,247.1972408816788,,,499.4313023074816,165.78507583242984,1,sample_303
24,,,512.5159457281568,246.99186087087432,607.9686349090236,143.16986208729938,,,1,sample_303
25,,,512.5066120094791,246.8169686744518,607.9991727831233,142.85012307474855,499.71707419951184,165.3351239666648,1,sample_303
26,585.5497161931062,223.42091240091915,512.5049326980578,246.55296154467663,607.895010753497,142.75331635180862,499.5395751538042,165.21381827813258,1,sample_303
27,585.2777747601973,222.9710211061216,,,,,,,1,sample_303
28,,,512.2687148507694,246.2836532366891,607.7854110368315,142.26935417960934,499.1788642335882,164.83043384995585,1,sample_303
29,584.9126770736261,222.5824972113256,512.1194504186037,246.16385796560508,607.7514532354129,142.14020923009895,,,1,sample_303
30,584.7156325284282,222.61654631595525,511.8280460710397,246.126830449303,607.6119618802283,142.15257817857653,,,1,sample_303
31,584.6779248652758,222.4191714253911,511.6516786129841,245.8238413624327,607.5541874988353,141.8808475834753,,,1,sample_303
32,,,,,607.3178517005337,141.8777440517798,,,1,sample_303
33,584.0068811635639,221.6224553973624,510.8143293275123,245.12093204907475,607.2116688421063,141.4471414274575,,,1,sample_303
34,584.1754004252247,221.36581003836693,510.0094028465772,244.6317331822709,607.0476074712413,141.24035361491937,,,1,sample_303
35,584.4386195036107,221.152452769401,508.7179801776491,244.0559843062407,607.1332860377964,140.98656887152643,492.0972579377205,164.8500964958634,1,sample_303
36,,,507.3473334751956,243.50927212922107,606.8303475334433,140.7318245475704,,,1,sample_303
37,584.5168370655625,220.476679932292,505.5486465362205,243.03779308951988,606.8177081824125,140.58557711400863,485.5805479443613,165.12046642311867,1,sample_303
38,584.1658316497254,220.0796654533789,503.0643125546024,242.0588315879984,607.4621057345256,140.5792985849251,481.22275589712063,164.78229698847937,1,sample_303
39,584.3490535164447,220.00566280878104,500.0665422811144,240.0288105104019,,,475.929774643541,163.50848923332904,1,sample_303
40,584.2026469042952,220.5745425059475,496.6735556455461,237.16966107615025,610.1459471709136,140.49191371054812,470.0792387369291,161.81422814839763,1,sample_303
41,583.7198264389136,220.81407929263403,,,611.4729554903787,140.8946131097503,464.5219760277788,159.55615517913353,1,sample_303
42,582.2012127020068,221.57784882302195,,,611.9470933042778,140.8961615883183,,,1,sample_303
43,580.5143735566375,222.84385833730943,,,611.360997469896,141.7855196303647,455.2533240299132,157.0209981503589,1,sample_303
44,578.4910573545436,225.04441846308063,,,610.2480559217686,143.66575014999688,451.4424318666439,158.0767381777595,1,sample_303
45,574.5028758607789,228.00385942987944,,,607.7028668794767,146.76398375907627,446.6829467508711,161.04786777998098,1,sample_303
46,,,,,604.2300470566012,151.0299218556385,442.04002226095344,165.2452968314487,2,sample_303
47,,,,,600.292287797672,157.00719075943366,435.8391334014049,170.37362361453097,2,sample_303
48,556.3998946239474,243.5458928139251,,,595.7746479001684,164.1167635257367,429.1557828948048,176.05476681719247,2,sample_303
49,,,,,590.1026675851366,172.49119228584738,421.76108165304754,182.5511303937056,2,sample_303
50,539.4734491293424,260.24936006124983,,,583.9674234397618,182.42363363453973,413.75834400505846,190.0613106122381,2,sample_303
51,,,,,577.2593094625655,193.0057912200717,405.8390026648604,198.20235432864573,2,sample_303
52,,,,,569.8865157989345,204.6746147751656,397.547489869707,207.28657524151404,2,sample_303
53,511.4578013824458,291.9403948530944,,,562.2171214157814,216.899228612862,389.0693625692456,216.81551796641023,2,sample_303
54,501.9214985587368,303.5311462109674,,,554.2129064451611,229.29417416053727,380.59845333549583,227.0084705893317,2,sample_303
55,492.5018318647839,315.2370154111254,,,546.1898261773731,241.49413731925523,372.247966073892,236.89263739570896,2,sample_303
56,482.950928022965,327.1446461830622,,,537.9002720960227,253.42351350729643,363.8254972593933,247.45018014303332,2,sample_303
57,472.9730947404162,338.65053712000986,,,529.2609557739015,264.7226305885952,355.6424142012119,257.7334304822319,2,sample_303
58,462.8835305606176,349.9576522160736,,,520.3649891864559,275.4295447895309,347.82058351980027,268.0650711650796,2,sample_303
